ENTRY,NAME,DEFINITION,EQUATION,ENZYME,BRITE,RHEA,COMMENT,RCLASS,PATHWAY,ORTHOLOGY,MODULE,REMARK,REFERENCE
R11938,"GDP-alpha-D-mannose:alpha-D-mannosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 3-alpha-mannosyltransferase (configuration-retaining)","2 GDP-mannose + alpha-D-Mannosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol <=> 2 GDP + alpha-D-Mannosyl-(1->3)-alpha-D-mannosyl-(1->3)-alpha-D-mannosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol",2 C00096 + C21780 <=> 2 C00035 + C21781,2.4.1.349,"Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.4  Glycosyltransferases///   2.4.1  Hexosyltransferases///    2.4.1.349///     R11938  2 GDP-mannose + alpha-D-Mannosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol <=> 2 GDP + alpha-D-Mannosyl-(1->3)-alpha-D-mannosyl-(1->3)-alpha-D-mannosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol///Glycosyltransferase reactions [BR:br08203]/// Mannosyltransferase reactions///  R11938  Man a1-3 Man",53323,,RC00005  C00035_C00096,,,,,
R11939,UDP-alpha-D-glucose:mogrol 3-O-glucosyltransferase,UDP-glucose + Mogrol <=> Mogroside IE + UDP,C00029 + C21782 <=> C21783 + C00015,2.4.1.350,Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.4  Glycosyltransferases///   2.4.1  Hexosyltransferases///    2.4.1.350///     R11939  UDP-glucose + Mogrol <=> Mogroside IE + UDP,52047,,RC00005  C00015_C00029///RC00049  C21782_C21783,,mogroside IE synthase [EC:2.4.1.350],,,
R11940,dimethylallyl-diphosphate:isopentenyl-diphosphate cistransferase (adding 3 isopentenyl units),Dimethylallyl diphosphate + 3 Isopentenyl diphosphate <=> 3 Diphosphate + Nerylneryl diphosphate,C00235 + 3 C00129 <=> 3 C00013 + C21784,2.5.1.142,"Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.5  Transferring alkyl or aryl groups, other than methyl groups///   2.5.1  Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date)///    2.5.1.142///     R11940  Dimethylallyl diphosphate + 3 Isopentenyl diphosphate <=> 3 Diphosphate + Nerylneryl diphosphate",55523,three-step reaction (see R01659+R12638+R12639),RC00279  C00129_C21784,,,,,
R11941,ATP:L-glutamine N5-phosphotransferase,ATP + L-Glutamine + H2O <=> AMP + Orthophosphate + N5-Phospho-L-glutamine,C00002 + C00064 + C00001 <=> C00020 + C00009 + C21785,2.7.3.13,Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.7  Transferring phosphorus-containing groups///   2.7.3  Phosphotransferases with a nitrogenous group as acceptor///    2.7.3.13///     R11941  ATP + L-Glutamine + H2O <=> AMP + Orthophosphate + N5-Phospho-L-glutamine,55583,,RC00002  C00002_C00020///RC03516  C00064_C21785,,glutamine kinase [EC:2.7.3.13],,,
R11942,oleuropein 2-beta-D-glucohydrolase,Oleuropein + H2O <=> Oleuropein aglycone + D-Glucose,C09794 + C00001 <=> C21786 + C00031,3.2.1.206,"Enzymatic reactions [BR:br08201]/// 3. Hydrolase reactions///  3.2  Glycosylases///   3.2.1  Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds///    3.2.1.206///     R11942  Oleuropein + H2O <=> Oleuropein aglycone + D-Glucose",55743,,RC00049  C00031_C09794  C09794_C21786,,oleuropein beta-glucosidase [EC:3.2.1.206],,,
R11943,"CoB,CoM,ferredoxin:H2 oxidoreductase",Coenzyme B + Coenzyme M + 2 Reduced ferredoxin + 2 H+ <=> Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide + 2 Oxidized ferredoxin + 2 Hydrogen,C04628 + C03576 + 2 C00138 + 2 C00080 <=> C04832 + 2 C00139 + 2 C00282,1.8.98.5,"Enzymatic reactions [BR:br08201]/// 1. Oxidoreductase reactions///  1.8  Acting on a sulfur group of donors///   1.8.98  With other, known, physiological acceptors///    1.8.98.5///     R11943  Coenzyme B + Coenzyme M + 2 Reduced ferredoxin + 2 H+ <=> Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide + 2 Oxidized ferredoxin + 2 Hydrogen",55751 55755,,RC00011  C03576_C04832  C04628_C04832,rn00680: Methane metabolism///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments///rn01200: Carbon metabolism,heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]///heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]///heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]///F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5]///F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]///F420-non-reducing hydrogenase small subunit [EC:1.12.99.- 1.8.98.5],"Methanogenesis, methanol => methane///Methanogenesis, acetate => methane///Methanogenesis, methylamine/dimethylamine/trimethylamine => methane///Methanogenesis, CO2 => methane",,
R11944,"coenzyme B,coenzyme M,ferredoxin:formate oxidoreductase",Coenzyme B + Coenzyme M + 2 Reduced ferredoxin + 2 CO2 + 2 H+ <=> Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide + 2 Oxidized ferredoxin + 2 Formate,C04628 + C03576 + 2 C00138 + 2 C00011 + 2 C00080 <=> C04832 + 2 C00139 + 2 C00058,1.8.98.6,"Enzymatic reactions [BR:br08201]/// 1. Oxidoreductase reactions///  1.8  Acting on a sulfur group of donors///   1.8.98  With other, known, physiological acceptors///    1.8.98.6///     R11944  Coenzyme B + Coenzyme M + 2 Reduced ferredoxin + 2 CO2 + 2 H+ <=> Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide + 2 Oxidized ferredoxin + 2 Formate",,,RC00011  C03576_C04832  C04628_C04832,rn00680: Methane metabolism///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments///rn01200: Carbon metabolism,formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]///heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]///heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]///heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]///F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]///formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],"Methanogenesis, methanol => methane///Methanogenesis, acetate => methane///Methanogenesis, methylamine/dimethylamine/trimethylamine => methane///Methanogenesis, CO2 => methane",,
R11945,NADH:ubiquinone oxidoreductase,Ubiquinone + NADH + H+ + 4 H+ <=> Ubiquinol + NAD+ + 4 H+,C00399 + C00004 + C00080 + 4 C00080 <=> C00390 + C00003 + 4 C00080,7.1.1.2,Enzymatic reactions [BR:br08201]/// 7. Translocase reactions///  7.1  Catalysing the translocation of protons///   7.1.1  Linked to oxidoreductase reactions///    7.1.1.2///     R11945  Ubiquinone + NADH + H+ + 4 H+ <=> Ubiquinol + NAD+ + 4 H+,29094,electron transport complex I,RC00061  C00390_C00399,rn01100: Metabolic pathways,NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]///NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]///NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]///NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]///NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]///NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]///NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]///NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]///NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]///NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]///NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]///NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]///NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]///NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]///NADH-ubiquinone oxidoreductase chain 1 [EC:7.1.1.2]///NADH-ubiquinone oxidoreductase chain 2 [EC:7.1.1.2]///NADH-ubiquinone oxidoreductase chain 3 [EC:7.1.1.2]///NADH-ubiquinone oxidoreductase chain 4 [EC:7.1.1.2]///NADH-ubiquinone oxidoreductase chain 4L [EC:7.1.1.2]///NADH-ubiquinone oxidoreductase chain 5 [EC:7.1.1.2]///NADH-ubiquinone oxidoreductase chain 6 [EC:7.1.1.2]///NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:7.1.1.2]///NADH dehydrogenase (ubiquinone) Fe-S protein 2 [EC:7.1.1.2]///NADH dehydrogenase (ubiquinone) Fe-S protein 3 [EC:7.1.1.2]///NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:7.1.1.2]///NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:7.1.1.2]///NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:7.1.1.2]///NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:7.1.1.2]///NAD(P)H-quinone oxidoreductase subunit 1 [EC:7.1.1.2]///NAD(P)H-quinone oxidoreductase subunit 2 [EC:7.1.1.2]///NAD(P)H-quinone oxidoreductase subunit 3 [EC:7.1.1.2]///NAD(P)H-quinone oxidoreductase subunit 4 [EC:7.1.1.2]///NAD(P)H-quinone oxidoreductase subunit 4L [EC:7.1.1.2]///NAD(P)H-quinone oxidoreductase subunit 5 [EC:7.1.1.2]///NAD(P)H-quinone oxidoreductase subunit 6 [EC:7.1.1.2]///NAD(P)H-quinone oxidoreductase subunit H [EC:7.1.1.2]///NAD(P)H-quinone oxidoreductase subunit I [EC:7.1.1.2]///NAD(P)H-quinone oxidoreductase subunit J [EC:7.1.1.2]///NAD(P)H-quinone oxidoreductase subunit K [EC:7.1.1.2]///NAD(P)H-quinone oxidoreductase subunit L [EC:7.1.1.2]///NAD(P)H-quinone oxidoreductase subunit M [EC:7.1.1.2]///NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]///bidirectional [NiFe] hydrogenase diaphorase subunit [EC:7.1.1.2]///bidirectional [NiFe] hydrogenase diaphorase subunit [EC:7.1.1.2]///bidirectional [NiFe] hydrogenase diaphorase subunit [EC:7.1.1.2]///NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2]///NADH-quinone oxidoreductase subunit B/C/D [EC:7.1.1.2]///NADH-quinone oxidoreductase subunit L/M [EC:7.1.1.2],"NADH:ubiquinone oxidoreductase, mitochondria///NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria///NADH:quinone oxidoreductase, prokaryotes///NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria///NADH dehydrogenase (ubiquinone) 1 alpha subcomplex///NADH dehydrogenase (ubiquinone) 1 beta subcomplex",,
R11946,,S-Sulfanylglutathione + Oxygen <=> S-Sulfinatoglutathione,C17267 + C00007 <=> C21787,1.13.11.18,Enzymatic reactions [BR:br08201]/// 1. Oxidoreductase reactions///  1.13  Acting on single donors with incorporation of molecular oxygen (oxygenases)///   1.13.11  With incorporation of two atoms of oxygen///    1.13.11.18///     R11946  S-Sulfanylglutathione + Oxygen <=> S-Sulfinatoglutathione,13064,"the first step of two-step reaction (see R08678, R11946+R11947)",RC03510  C17267_C21787,,,,,
R11947,,S-Sulfinatoglutathione + H2O <=> Glutathione + Sulfite,C21787 + C00001 <=> C00051 + C00094,1.13.11.18,Enzymatic reactions [BR:br08201]/// 1. Oxidoreductase reactions///  1.13  Acting on single donors with incorporation of molecular oxygen (oxygenases)///   1.13.11  With incorporation of two atoms of oxygen///    1.13.11.18///     R11947  S-Sulfinatoglutathione + H2O <=> Glutathione + Sulfite,28658,"spontaneous///the second step of two-step reaction (see R08678, R11946+R11947)",RC03147  C00051_C21787,,,,,
R11948,"ornithine lipid,2-oxoglutarate:oxygen oxidoreductase (ester-linked acyl 2-hydroxylase)",Ornithine lipid + 2-Oxoglutarate + Oxygen <=> 2-Hydroxyornithine lipid + Succinate + CO2,C21672 + C00026 + C00007 <=> C21794 + C00042 + C00011,1.14.11.58,"Enzymatic reactions [BR:br08201]/// 1. Oxidoreductase reactions///  1.14  Acting on paired donors, with incorporation or reduction of molecular oxygen///   1.14.11  With 2-oxoglutarate as one donor, and incorporation of one atom of oxygen into each donor///    1.14.11.58///     R11948  Ornithine lipid + 2-Oxoglutarate + Oxygen <=> 2-Hydroxyornithine lipid + Succinate + CO2",55759,,,,,,,
R11949,"(3S,6E)-nerolidol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase","Nerolidol + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> (3E)-4,8-Dimethylnona-1,3,7-triene + But-3-en-2-one + [Oxidized NADPH---hemoprotein reductase] + 2 H2O",C09704 + C03024 + C00007 <=> C21795 + C20701 + C03161 + 2 C00001,1.14.14.59,"Enzymatic reactions [BR:br08201]/// 1. Oxidoreductase reactions///  1.14  Acting on paired donors, with incorporation or reduction of molecular oxygen///   1.14.14  With reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen into the other donor///    1.14.14.59///     R11949  Nerolidol + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> (3E)-4,8-Dimethylnona-1,3,7-triene + But-3-en-2-one + [Oxidized NADPH---hemoprotein reductase] + 2 H2O",55427,,RC03196  C09704_C21795,,,,,
R11950,jasmonate:L-amino-acid ligase,ATP + (-)-Jasmonic acid + L-Amino acid <=> AMP + Diphosphate + Jasmonoyl-L-amino acid,C00002 + C08491 + C00151 <=> C00020 + C00013 + C21509,6.3.2.52,Enzymatic reactions [BR:br08201]/// 6. Ligase reactions///  6.3  Forming carbon-nitrogen bonds///   6.3.2  Acid-D-amino-acid ligases (peptide synthases)///    6.3.2.52///     R11950  ATP + (-)-Jasmonic acid + L-Amino acid <=> AMP + Diphosphate + Jasmonoyl-L-amino acid,,,RC00064  C00151_C21509///RC00090  C08491_C21509,,jasmonic acid-amino synthetase [EC:6.3.2.52],,,
R11951,"ferruginol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (11-hydroxyferruginol forming)",Ferruginol + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 11-Hydroxyferruginol + [Oxidized NADPH---hemoprotein reductase] + H2O,C09092 + C03024 + C00007 <=> C21796 + C03161 + C00001,1.14.14.60,"Enzymatic reactions [BR:br08201]/// 1. Oxidoreductase reactions///  1.14  Acting on paired donors, with incorporation or reduction of molecular oxygen///   1.14.14  With reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen into the other donor///    1.14.14.60///     R11951  Ferruginol + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 11-Hydroxyferruginol + [Oxidized NADPH---hemoprotein reductase] + H2O",55431,,RC00236  C09092_C21796,rn00904: Diterpenoid biosynthesis///rn01110: Biosynthesis of secondary metabolites,ferruginol monooxygenase / sugiol synthase [EC:1.14.14.60 1.14.14.65]///ferruginol synthase / ferruginol monooxygenase [EC:1.14.14.175 1.14.14.60],,,
R11952,"all-trans-retinol,reduced adrenodoxin:oxygen 3,4-oxidoreductase","Retinol + 2 Reduced adrenal ferredoxin + 2 H+ + Oxygen <=> all-trans-3,4-Didehydroretinol + 2 Oxidized adrenal ferredoxin + 2 H2O",C00473 + 2 C00662 + 2 C00080 + C00007 <=> C21797 + 2 C00667 + 2 C00001,1.14.19.53,"Enzymatic reactions [BR:br08201]/// 1. Oxidoreductase reactions///  1.14  Acting on paired donors, with incorporation or reduction of molecular oxygen///   1.14.19  With oxidation of a pair of donors resulting in the reduction of O2 to two molecules of water///    1.14.19.53///     R11952  Retinol + 2 Reduced adrenal ferredoxin + 2 H+ + Oxygen <=> all-trans-3,4-Didehydroretinol + 2 Oxidized adrenal ferredoxin + 2 H2O",,,RC00248  C00473_C21797,rn00830: Retinol metabolism,"all-trans-retinol 3,4-desaturase [EC:1.14.19.53]",,,
R11953,S-adenosyl-L-methionine:adenine in U6 snRNA methyltransferase,S-Adenosyl-L-methionine + Adenine in U6 snRNA <=> S-Adenosyl-L-homocysteine + N6-Methyladenine in U6 snRNA,C00019 + C21798 <=> C00021 + C21799,2.1.1.346,Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.1  Transferring one-carbon groups///   2.1.1  Methyltransferases///    2.1.1.346///     R11953  S-Adenosyl-L-methionine + Adenine in U6 snRNA <=> S-Adenosyl-L-homocysteine + N6-Methyladenine in U6 snRNA,52811,,RC00003  C00019_C00021,,,,,
R11954,S-adenosyl-L-methionine:(+)-kolavelool O-methyltransferase,S-Adenosyl-L-methionine + (+)-Kolavelool <=> S-Adenosyl-L-homocysteine + (+)-O-Methylkolavelool,C00019 + C21653 <=> C00021 + C21800,2.1.1.347,Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.1  Transferring one-carbon groups///   2.1.1  Methyltransferases///    2.1.1.347///     R11954  S-Adenosyl-L-methionine + (+)-Kolavelool <=> S-Adenosyl-L-homocysteine + (+)-O-Methylkolavelool,,,RC00003  C00019_C00021///RC02082  C21653_C21800,,(+)-O-methylkolavelool synthase [EC:2.1.1.347],,,
R11955,(+)-sesamin:tetrahydrofolate N-methylenetransferase,"Sesamin + Tetrahydrofolate <=> (+)-Demethylpiperitol + 5,10-Methylenetetrahydrofolate",C10882 + C00101 <=> C21801 + C00143,2.1.5.1,"Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.1  Transferring one-carbon groups///   2.1.5  Methylenetransferases///    2.1.5.1///     R11955  Sesamin + Tetrahydrofolate <=> (+)-Demethylpiperitol + 5,10-Methylenetetrahydrofolate",41014,,RC00022  C00101_C00143///RC03518  C10882_C21801,,sesamin methylene transferase [EC:2.1.5.1],,,
R11956,(+)-demethylpiperitol:tetrahydrofolate N-methylenetransferase,"(+)-Demethylpiperitol + Tetrahydrofolate <=> (+)-Didemethylpinoresinol + 5,10-Methylenetetrahydrofolate",C21801 + C00101 <=> C21802 + C00143,2.1.5.1,"Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.1  Transferring one-carbon groups///   2.1.5  Methylenetransferases///    2.1.5.1///     R11956  (+)-Demethylpiperitol + Tetrahydrofolate <=> (+)-Didemethylpinoresinol + 5,10-Methylenetetrahydrofolate",52379,,RC00022  C00101_C00143///RC03518  C21801_C21802,,sesamin methylene transferase [EC:2.1.5.1],,,
R11957,acetyl-CoA:ethanol O-acetyltransferase,Acetyl-CoA + Ethanol <=> CoA + Ethyl acetate,C00024 + C00469 <=> C00010 + C00849,2.3.1.268,Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.3  Acyltransferases///   2.3.1  Transferring groups other than aminoacyl groups///    2.3.1.268///     R11957  Acetyl-CoA + Ethanol <=> CoA + Ethyl acetate,55975,,RC00004  C00010_C00024///RC00041  C00469_C00849,,ethanol O-acetyltransferase [EC:2.3.1.268],,,
R11958,acyl-CoA:acyl-CoA alkyltransferase [(2R)-2-alkyl-3-oxoalkanoate-forming],2 Acyl-CoA + H2O <=> (R)-2-Alkyl-3-oxoalkanoate + 2 CoA,2 C00040 + C00001 <=> C21651 + 2 C00010,2.3.3.20,Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.3  Acyltransferases///   2.3.3  Acyl groups converted into alkyl groups on transfer///    2.3.3.20///     R11958  2 Acyl-CoA + H2O <=> (R)-2-Alkyl-3-oxoalkanoate + 2 CoA,55983,,RC00004  C00010_C00040,,acyl-CoA:acyl-CoA alkyltransferase [EC:2.3.3.20],,,
R11959,2-O-(alpha-D-glucopyranosyl)-D-glycerate:phosphate alpha-D-glucosyltransferase (configuration-retaining),2-O-(alpha-D-Glucopyranosyl)-D-glycerate + Orthophosphate <=> D-Glucose 1-phosphate + D-Glycerate,C19792 + C00009 <=> C00103 + C00258,2.4.1.352,Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.4  Glycosyltransferases///   2.4.1  Hexosyltransferases///    2.4.1.352///     R11959  2-O-(alpha-D-Glucopyranosyl)-D-glycerate + Orthophosphate <=> D-Glucose 1-phosphate + D-Glycerate,,,RC00397  C00258_C19792,,glucosylglycerate phosphorylase [EC:2.4.1.352],,,
R11960,"L-glutamate:FMN aminotransferase (oxidizing, decarboxylating)",L-Glutamate + FMN + Oxygen + H2O + 3 Acceptor <=> 2-Oxoglutarate + 8-Amino-8-demethylriboflavin 5'-phosphate + CO2 + 3 Reduced acceptor,C00025 + C00061 + C00007 + C00001 + 3 C00028 <=> C00026 + C21805 + C00011 + 3 C00030,2.6.1.114,Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.6  Transferring nitrogenous groups///   2.6.1  Transaminases///    2.6.1.114///     R11960  L-Glutamate + FMN + Oxygen + H2O + 3 Acceptor <=> 2-Oxoglutarate + 8-Amino-8-demethylriboflavin 5'-phosphate + CO2 + 3 Reduced acceptor,54995,three-step reaction (see R11961+R11962+R11963),RC00006  C00025_C00026///RC03519  C00061_C21805,,8-demethyl-8-aminoriboflavin-5'-phosphate synthase [EC:2.6.1.114],,,
R11961,,FMN + Oxygen <=> 8-Demethyl-8-formylriboflavin 5'-phosphate + H2O,C00061 + C00007 <=> C21803 + C00001,2.6.1.114,Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.6  Transferring nitrogenous groups///   2.6.1  Transaminases///    2.6.1.114///     R11961  FMN + Oxygen <=> 8-Demethyl-8-formylriboflavin 5'-phosphate + H2O,,"a part of three-step reaction (see R11960, R11961+R11962+R11963)",RC00769  C00061_C21803,rn00998: Biosynthesis of various antibiotics///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites,8-demethyl-8-aminoriboflavin-5'-phosphate synthase [EC:2.6.1.114],"Roseoflavin biosynthesis, FMN => roseoflavin",,
R11962,,8-Demethyl-8-formylriboflavin 5'-phosphate + H2O + Acceptor <=> 8-Carboxy-8-demethylriboflavin 5'-phosphate + Reduced acceptor,C21803 + C00001 + C00028 <=> C21804 + C00030,2.6.1.114,Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.6  Transferring nitrogenous groups///   2.6.1  Transaminases///    2.6.1.114///     R11962  8-Demethyl-8-formylriboflavin 5'-phosphate + H2O + Acceptor <=> 8-Carboxy-8-demethylriboflavin 5'-phosphate + Reduced acceptor,,"a part of three-step reaction (see R11960, R11961+R11962+R11963)",RC00075  C21803_C21804,rn00998: Biosynthesis of various antibiotics///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites,8-demethyl-8-aminoriboflavin-5'-phosphate synthase [EC:2.6.1.114],"Roseoflavin biosynthesis, FMN => roseoflavin",,
R11963,,L-Glutamate + 8-Carboxy-8-demethylriboflavin 5'-phosphate + H2O + 2 Acceptor <=> 2-Oxoglutarate + 8-Amino-8-demethylriboflavin 5'-phosphate + CO2 + 2 Reduced acceptor,C00025 + C21804 + C00001 + 2 C00028 <=> C00026 + C21805 + C00011 + 2 C00030,2.6.1.114,Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.6  Transferring nitrogenous groups///   2.6.1  Transaminases///    2.6.1.114///     R11963  L-Glutamate + 8-Carboxy-8-demethylriboflavin 5'-phosphate + H2O + 2 Acceptor <=> 2-Oxoglutarate + 8-Amino-8-demethylriboflavin 5'-phosphate + CO2 + 2 Reduced acceptor,,"a part of three-step reaction (see R11960, R11961+R11962+R11963)",RC00006  C00025_C00026///RC03520  C21804_C21805,rn00998: Biosynthesis of various antibiotics///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites,8-demethyl-8-aminoriboflavin-5'-phosphate synthase [EC:2.6.1.114],"Roseoflavin biosynthesis, FMN => roseoflavin",,
